reviews,category
choose vanilla air again,['Cabin Environment']
the worst airline in japan,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
we arrived 3 minutes late,['Punctuality']
seat pitch is completely ridiculous,['Seat Comfort']
recommend this airline for short trips,"['Cabin Environment', 'Boarding Process']"
staff were friendly and welcoming,['Staff Behaviour']
cabin crew was nice,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
worst airline i have dealt with,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
would never fly via air again,['Cabin Environment']
do not book with this airline,"['Cabin Environment', 'Boarding Process']"
initial 4 hour delay,['Punctuality']
never be booking via again,['Ticket Booking & Pricing']
never recommend this airline,"['Cabin Environment', 'Boarding Process']"
such poor service,"['Staff Behaviour', 'In-flight Experience']"
bad experience with this airline,"['Cabin Environment', 'Boarding Process', 'In-flight Experience']"
an exceptional experience,['In-flight Experience']
never again should fly vietjet,['Brand Reputation']
staff lacked basic problem-solving skills,['Staff Behaviour']
buy the ticket with another airline,"['Cabin Environment', 'Ticket Booking & Pricing', 'Boarding Process']"
staff don't even greet you,['Staff Behaviour']
cabin crew were professional,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
inflight entertainment was good,"['Inflight Entertainment', 'In-flight Experience']"
"never again, vietnam airlines","['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
staff were friendly and efficient,['Staff Behaviour']
online support/phone support is terrible,"['Staff Behaviour', 'Wi-Fi & Connectivity', 'Customer Service', 'Brand Reputation', 'Accessibility Needs', 'Boarding Process']"
food and service were great,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
flight attendants are professional,['Staff Behaviour']
attendants were friendly and helpful,['Staff Behaviour']
this airline is the worst for customer service,"['Staff Behaviour', 'Cabin Environment', 'Customer Service', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
plenty of space to stretch,['Seat Comfort']
the worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
horrible customer service!,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
whole process was terrible,"['Brand Reputation', 'Boarding Process']"
appalling customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
very cramped space for legs,['Seat Comfort']
grateful to staff at del airport,"['Staff Behaviour', 'Cabin Environment']"
crew with brilliant hospitality,"['Staff Behaviour', 'In-flight Experience']"
the layout and space was awful,['Seat Comfort']
cabin crew were so friendly and attentive,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
service has gone downhill rapidly,"['Staff Behaviour', 'In-flight Experience']"
staff were friendly and professional,['Staff Behaviour']
a pleasant experience,['In-flight Experience']
staff were friendly and helpful,['Staff Behaviour']
flight departed on time,['Punctuality']
arrogant crew member,"['Staff Behaviour', 'In-flight Experience']"
really nice experience,['In-flight Experience']
on-board experience is a bit so-so,['In-flight Experience']
onboard experience was amazing,['In-flight Experience']
this was the worst experience,"['Brand Reputation', 'In-flight Experience']"
check in process is geared to rip you off,['Boarding Process']
$170 cad for carry-on luggage,['Baggage Policies']
worst company,['Brand Reputation']
this airline is worse than spirit,"['Cabin Environment', 'Boarding Process']"
customer service was terrible,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
the last time i fly vivaair,['Cabin Environment']
i do not recommend this airline,"['Cabin Environment', 'Boarding Process']"
crew didn’t inform us what was going on,"['Staff Behaviour', 'In-flight Experience']"
been the worst experience,"['Brand Reputation', 'In-flight Experience']"
terrible experience,"['Brand Reputation', 'In-flight Experience']"
not worth it to get a better experience,"['Value for Money', 'In-flight Experience']"
pay a bit more and avoid it,['Brand Reputation']
won‘t recommend the airline,"['Cabin Environment', 'Boarding Process']"
worst airline for families,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
lots of hidden extra charges,['Baggage Policies']
i had not selected baggage,['Baggage Policies']
unexpected extra costs,['Value for Money']
offered reasonable prices,"['Value for Money', 'Ticket Booking & Pricing']"
very poor customer service ,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
arrived on time both ways,['Punctuality']
think twice before booking with volaris,['Ticket Booking & Pricing']
such an unfair treatment,['Cabin Environment']
told i can't help you,['Aircraft Maintenance']
they are terrible!,['Brand Reputation']
no frills good airline,"['Cabin Environment', 'Boarding Process']"
staff were very friendly,['Staff Behaviour']
schedules are well respected,['Punctuality']
the flight was not delayed,['Punctuality']
cabin crew is very welcoming,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
good experience,['In-flight Experience']
the service is up to par,"['Staff Behaviour', 'In-flight Experience']"
a fantastic airline,"['Cabin Environment', 'Boarding Process']"
seat is not refundable,"['Seat Comfort', 'Ticket Booking & Pricing', 'Compensation & Refund']"
cabin bag sizes are so small,['Cabin Environment']
very bad luggage policy,"['Baggage Policies', 'Process & Policy']"
deemed non-compliant with airline regulations,"['Cabin Environment', 'Process & Policy', 'Boarding Process']"
the best price on this route,"['Value for Money', 'Ticket Booking & Pricing']"
lacks any comfort or space,"['Seat Comfort', 'In-flight Experience']"
experience was very good,['In-flight Experience']
the entire experience was good,['In-flight Experience']
worst flight of my life,['Brand Reputation']
the service was horrible,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
service was fantastic,"['Staff Behaviour', 'In-flight Experience']"
one has to buy the food/drinks,"['Food & Beverages', 'In-flight Experience']"
worst flights i have been on,['Brand Reputation']
the staff were so great,['Staff Behaviour']
the worst experience ever,"['Brand Reputation', 'In-flight Experience']"
boarding passes were in economy,['Boarding Process']
flight attendant provided a warm welcome,['Staff Behaviour']
we were seated four rows apart,['Seat Comfort']
westjet said i missed the deadline,['Boarding Process']
request for reimbursement was denied,['Compensation & Refund']
delay was about 7.50 hours,['Punctuality']
next time will avoid the this company,['Brand Reputation']
customer service was terrible,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
all our flights have been delayed,['Punctuality']
 wonderful customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
avoid and fly sas,['Brand Reputation']
avoid wideroe,['Brand Reputation']
a lot of delays,['Punctuality']
worst airline i've ever flown,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
extremely unhelpful customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
completely unreliable airline,"['Cabin Environment', 'Boarding Process']"
absolutely the worst,['Brand Reputation']
i do not recommend this airline,"['Cabin Environment', 'Boarding Process']"
cannot get a refund because i was a no show,"['Ticket Booking & Pricing', 'Flight Cancellation', 'Compensation & Refund']"
winair is a terrible airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
winair is the worst company,"['Cabin Environment', 'Brand Reputation']"
forced to pay for a carry-on,['Baggage Policies']
not really a low-budget airline,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
being rude is their motto,['Staff Behaviour']
totally disappointed with their service,"['Staff Behaviour', 'In-flight Experience']"
pay $88 for my hand luggage,['Baggage Policies']
do not use this airline,"['Cabin Environment', 'Boarding Process']"
avoid if you can!,['Brand Reputation']
flight departed and arrive on time,['Punctuality']
charged double for baggage handling,['Baggage Policies']
avoid this airline at all cost,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
very rude to all passengers,['Staff Behaviour']
"they are extremely unprofessional, useless and rude",['Staff Behaviour']
seats were reasonably comfortable,"['Seat Comfort', 'In-flight Experience']"
avoid at all costs,"['Value for Money', 'Brand Reputation']"
frustrating and absurd experience,['In-flight Experience']
plane was not comfortable,"['Seat Comfort', 'Aircraft Maintenance', 'In-flight Experience']"
don’t let the cheap flights fool you,['Value for Money']
very poor customer services,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
duplicate charges on luggage,['Baggage Policies']
they lost our luggage,['Baggage Policies']
never fly this airline again,"['Cabin Environment', 'Boarding Process']"
"no responses, no communication, no refund","['Ticket Booking & Pricing', 'Customer Service', 'Compensation & Refund']"
terrible customer support,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'Accessibility Needs']"
don't want to refund me the full amount,"['Ticket Booking & Pricing', 'Compensation & Refund']"
uncomfortable and unnecessary situation,"['Seat Comfort', 'In-flight Experience']"
crew was very helpful,"['Staff Behaviour', 'In-flight Experience']"
will never fly wow air again,['Cabin Environment']
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
crew were very friendly,"['Staff Behaviour', 'In-flight Experience']"
i had a good experience,['In-flight Experience']
fly a more reliable airline,"['Cabin Environment', 'Boarding Process']"
cheap price and direct flight,"['Value for Money', 'Ticket Booking & Pricing']"
excellent value for money,['Value for Money']
experience is a unique one,['In-flight Experience']
attendants are friendly and polite,['Staff Behaviour']
such unreliable schedule,['Punctuality']
disappointed with this airline,"['Cabin Environment', 'Boarding Process']"
i was happy with xiamen airlines,"['Cabin Environment', 'Boarding Process']"
surprised how good this airline was,"['Cabin Environment', 'Boarding Process']"
same as all the other airlines,"['Cabin Environment', 'Boarding Process']"
never again for me,['Brand Reputation']
they lost my luggage,['Baggage Policies']
worst experience ever,"['Brand Reputation', 'In-flight Experience']"
never fly this airline again,"['Cabin Environment', 'Boarding Process']"
not consider processing my complaint,"['Customer Service', 'Brand Reputation', 'Boarding Process']"
very low cost airline,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
