reviews,category
my carry on was double the weight,['Miscellaneous']
lady was being so rude,['Staff Behaviour']
the worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
disappointed with their baggage policy,"['Baggage Policies', 'Process & Policy']"
far below expectations,['Miscellaneous']
show for an earlier flight,['Miscellaneous']
i did not get any vouchers,['Miscellaneous']
they didn't respond,['Miscellaneous']
i still think they can improve,['Miscellaneous']
managed to sleep for 8 hours,['Miscellaneous']
seat seems narrow,['Seat Comfort']
"lounge access, & boarding were fine",['Boarding Process']
did not get my luggage when i landed,['Baggage Policies']
they showed zero flexibility,['Miscellaneous']
there was no accountability,['Miscellaneous']
absurd cabin baggage they allow,"['Cabin Environment', 'Baggage Policies']"
stroller will be delivered at the gate,['Miscellaneous']
excellent safe service,"['Staff Behaviour', 'In-flight Experience']"
"on time, crews ok","['Staff Behaviour', 'Punctuality', 'In-flight Experience']"
another delayed flight,['Punctuality']
a very bad managed company,['Miscellaneous']
shameful airline company,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
friendly cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
staff are very professional,['Staff Behaviour']
i was a full 2 hours late,['Punctuality']
great service overall,"['Staff Behaviour', 'In-flight Experience']"
efficient and helpful service,"['Staff Behaviour', 'In-flight Experience']"
sad it will merge with thai airways,['Cabin Environment']
seats are not clean and old,"['Seat Comfort', 'Hygiene', 'Aircraft Maintenance']"
best domestic airline,"['Cabin Environment', 'Boarding Process']"
very very embarrassing,['Miscellaneous']
service with hospitality,"['Staff Behaviour', 'In-flight Experience']"
told me my bags were too large,['Aircraft Maintenance']
flight was okay,['Miscellaneous']
flight was actually ok,['Miscellaneous']
excellent flight for a cheap price,"['Value for Money', 'Ticket Booking & Pricing']"
crammed in like sardines,['Miscellaneous']
rubbish for the amount of money paid,['Miscellaneous']
a decent airline,"['Cabin Environment', 'Boarding Process']"
spare yourself the agony,['Miscellaneous']
weight was 12kg instead of 8kg,['Miscellaneous']
such a poor bunch of staff,['Staff Behaviour']
brand will probably disappear,['Brand Reputation']
thomas cook airlines belgium customer review,"['Cabin Environment', 'Boarding Process']"
thomas cook airlines belgium customer review,"['Cabin Environment', 'Boarding Process']"
thomas cook airlines belgium customer review,"['Cabin Environment', 'Boarding Process']"
thomas cook airlines belgium customer review,"['Cabin Environment', 'Boarding Process']"
food was better than average,"['Food & Beverages', 'In-flight Experience', 'Miscellaneous']"
had to pay to get water,['Miscellaneous']
stop messing passengers about,['Miscellaneous']
crammed in like sardines,['Miscellaneous']
we were very pleasantly surprised,['Miscellaneous']
check-in at manchester was horrible,"['Brand Reputation', 'Boarding Process']"
there was literally no leg room,['Miscellaneous']
legroom was perfect with plenty of space,['Seat Comfort']
didn't enjoy this experience,['In-flight Experience']
just feels like you are being scammed,['Miscellaneous']
an enjoyable flight,['Miscellaneous']
i was sorely disappointed,['Miscellaneous']
flight expensive and left late,"['Value for Money', 'Punctuality']"
great flying experience,['In-flight Experience']
they lost the suitcase,['Baggage Policies']
good amount seat recline,"['Seat Comfort', 'Boarding Process']"
plenty of room for improvement,['Miscellaneous']
cabin crew patient and polite,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
couldn't be any worse,['Miscellaneous']
fly tianjin airlines again,"['Cabin Environment', 'Boarding Process']"
staff were great,['Staff Behaviour']
avoid taking flights,['Brand Reputation']
would recommend tibet airlines,"['Cabin Environment', 'Boarding Process']"
lack of customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
online check-in was unavailable,"['Wi-Fi & Connectivity', 'Boarding Process']"
poor quality of ground staff service,"['Staff Behaviour', 'In-flight Experience']"
service is absolutely rubbish,"['Staff Behaviour', 'In-flight Experience']"
family separated by seating,['Seat Comfort']
staff were lazy and unhelpful,['Staff Behaviour']
bad reviews are spot on,['Miscellaneous']
their service to customers is unfair,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
disgrace of an airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
a lovely flight,['Miscellaneous']
no confirmation on refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
refuse to provide me with a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
number of issues with their website,['Miscellaneous']
$75 for the excess weight,['Miscellaneous']
the staff were courteous,['Staff Behaviour']
never fly this unprofessional airline,"['Staff Behaviour', 'Cabin Environment', 'Boarding Process']"
useless and unprofessional,['Staff Behaviour']
totally unreliable,['Miscellaneous']
rude and disrespectful,['Staff Behaviour']
refunds not provided for change of mind,"['Ticket Booking & Pricing', 'Compensation & Refund']"
left me frustrated and disappointed,['Miscellaneous']
not that customer-orientated,['Miscellaneous']
online check-in was unavailable,"['Wi-Fi & Connectivity', 'Boarding Process']"
the worst experience,"['Brand Reputation', 'In-flight Experience']"
don't have to compensate,['Miscellaneous']
not flying with them again,['Miscellaneous']
just want my money back,['Compensation & Refund']
counter staff unfriendly,['Staff Behaviour']
seamless and flawless flight,['Miscellaneous']
team were so friendly and welcoming,['Miscellaneous']
seat belt buckles full of grime,['Seat Comfort']
"many thanks for fetching us home though, titan",['Miscellaneous']
happily fly again with them,['Miscellaneous']
they were fabulous,['Miscellaneous']
struck me as being a professional airline,"['Cabin Environment', 'Boarding Process']"
no hesitation in recommending,['Miscellaneous']
have nothing but praise for the cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
staff friendly and professional,['Staff Behaviour']
"helpful, efficient and courteous",['Staff Behaviour']
cancelled in last minute,['Miscellaneous']
do not expect smiles,['Miscellaneous']
absence of simple customer care,['Miscellaneous']
delays without any reason,['Punctuality']
i’m left without a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
by far the worst airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
charged €60 for an alleged second bag,['Miscellaneous']
affected by transavia's new baggage rules,"['Baggage Policies', 'Process & Policy']"
confusion and lack of transparency,['Miscellaneous']
worst airline i've used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
a high price for a low cost airline service,"['Staff Behaviour', 'Value for Money', 'Cabin Environment', 'Ticket Booking & Pricing', 'Boarding Process', 'In-flight Experience']"
they said they had overbooked,['Miscellaneous']
no one knew anything,['Miscellaneous']
"extremely aggressive, impolite and rude",['Staff Behaviour']
customer service is terrible2,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
complete lack of respect for the customer,['Miscellaneous']
hopefully this airline will improve,"['Cabin Environment', 'Boarding Process']"
will be my last choice,['Miscellaneous']
flights delayed by 3-5 hrs,['Punctuality']
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
customer service unresponsive,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
they stated i had too many bags,['Miscellaneous']
be prepared for multiple reschedule,"['Punctuality', 'Flight Cancellation']"
experience was prompt and precise,['In-flight Experience']
aircraft was clean and cool,"['Hygiene', 'Cabin Environment', 'Aircraft Maintenance']"
plane was comfortable enough,"['Seat Comfort', 'Aircraft Maintenance', 'In-flight Experience']"
i will never fly them again,['Miscellaneous']
tropic air was a disappointment,['Cabin Environment']
this company is horrific,['Miscellaneous']
great little airline,"['Cabin Environment', 'Boarding Process']"
fabulous little airline,"['Cabin Environment', 'Boarding Process']"
they ruined our christmas,['Miscellaneous']
ruined our christmas,['Miscellaneous']
the service was first class,"['Staff Behaviour', 'In-flight Experience']"
total lack of communication,['Miscellaneous']
i was pleasantly surprised,['Miscellaneous']
you can only use card and not cash,['Miscellaneous']
literally like playing roulette,['Miscellaneous']
only gripe is the lack of space,['Seat Comfort']
had a wonderful flight,['Miscellaneous']
i’d fly with tui again,['Miscellaneous']
144 usd extra because of backpack overweight,['Baggage Policies']
rarely encountered such rip-off,['Miscellaneous']
worst experience ever,"['Brand Reputation', 'In-flight Experience']"
service was great,"['Staff Behaviour', 'In-flight Experience']"
what you expect from a budget carrier,['Value for Money']
efficient on-board service,"['Staff Behaviour', 'In-flight Experience']"
pleasant on-board service,"['Staff Behaviour', 'In-flight Experience']"
how inattentive the flight staff is,['Staff Behaviour']
one of the worst services,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
clean planes and pleasant (young) cabin crew,"['Staff Behaviour', 'Hygiene', 'Cabin Environment', 'Aircraft Maintenance', 'In-flight Experience']"
will not fly again ,['Miscellaneous']
delayed for at least 3 hours,['Punctuality']
more than 6 hrs delayed,['Punctuality']
"poor service, grim flight","['Staff Behaviour', 'In-flight Experience']"
impressed by the trip,['Miscellaneous']
i have nothing but good points to say,['Miscellaneous']
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst airline i've ever used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
delivered for what i thought was a fair price,"['Value for Money', 'Cabin Environment', 'Ticket Booking & Pricing']"
extremely impolite and disrespectful,['Staff Behaviour']
worst airline i have ever travelled,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
very bad experience,['In-flight Experience']
seats on the a330 were comfortable,"['Seat Comfort', 'In-flight Experience']"
keeping the cabin in total darkness,['Cabin Environment']
they denied any compensation,['Compensation & Refund']
they don't care for your time,['Miscellaneous']
i warn against traveling with this airline,"['Cabin Environment', 'Boarding Process']"
refusing to provide compensation,['Compensation & Refund']
my luggage never arrived,['Baggage Policies']
excellent business class flight,['Miscellaneous']
"no refund, no compensation","['Ticket Booking & Pricing', 'Compensation & Refund']"
unexpectedly pleasant experience,['In-flight Experience']
